iter	Logloss
412	0.3841491971
413	0.3840056787
414	0.3836616448
415	0.383449111
416	0.3832668063
417	0.3830760221
418	0.3828372502
419	0.3825782263
420	0.3824050541
421	0.3823168698
422	0.3818104918
423	0.3817966744
424	0.3814711108
425	0.3812903501
426	0.3811946609
427	0.3810258931
428	0.3808557341
429	0.3805479188
430	0.3804486848
431	0.3802410864
432	0.3799938678
433	0.3797351192
434	0.3795607992
435	0.3793700545
436	0.3791234471
437	0.3789965263
438	0.3787359765
439	0.3785314155
440	0.3784929664
441	0.3784578001
442	0.3782082702
443	0.3780735324
444	0.3779934716
445	0.3778228531
446	0.3776635059
447	0.3774974264
448	0.3773196811
449	0.3770854063
450	0.3769226625
451	0.3768126852
452	0.3767463108
453	0.3765927622
454	0.3763007023
455	0.3761002451
456	0.3759194306
457	0.3757828653
458	0.3756672651
459	0.3755870346
460	0.3753894872
461	0.3752253011
462	0.3750375253
463	0.3748876253
464	0.3748327688
465	0.3746595016
466	0.3745151114
467	0.3744338522
468	0.3743802468
469	0.3741847447
470	0.3740558723
471	0.3739661406
472	0.3737359311
473	0.3735756541
474	0.3734764169
475	0.3733971807
476	0.37324917
477	0.3731753374
478	0.3727928946
479	0.3727079704
480	0.372557512
481	0.3724635225
482	0.3722919998
483	0.3718669123
484	0.3715542256
485	0.3712038704
486	0.3708928592
487	0.3707305088
488	0.3705814261
489	0.3705470238
490	0.370428115
491	0.3702218231
492	0.3700412857
493	0.3697659614
494	0.3695590013
495	0.3694190218
496	0.3691733783
497	0.3689356686
498	0.3688192695
499	0.3686645816
500	0.3683687266
501	0.3682663046
502	0.3679854081
503	0.367791705
504	0.3676293657
505	0.3675409641
506	0.3673565422
507	0.3672695323
508	0.3670374913
509	0.3668938164
510	0.3666621712
511	0.3664647258
512	0.3663093769
513	0.3662377566
514	0.366158334
515	0.3659510574
516	0.3657672346
517	0.3657012671
518	0.3655248897
519	0.3654038695
520	0.3653199909
521	0.3652026775
522	0.3648752631
523	0.3647998386
524	0.3645091319
525	0.3642217972
526	0.3639321914
527	0.3636690709
528	0.3635276955
529	0.3634588023
530	0.3633481545
531	0.3632433172
532	0.3630652082
533	0.3630542328
534	0.3629576697
535	0.3628596705
536	0.3627823359
537	0.3625325006
538	0.362328741
539	0.3623045477
540	0.3621048688
541	0.3619080557
542	0.3617445418
543	0.3614927438
544	0.3613035006
545	0.3611820734
546	0.3610854539
547	0.3607986646
548	0.3607281118
549	0.3605263476
550	0.3602764195
551	0.3601900582
552	0.3600413644
553	0.359983798
554	0.3598194149
555	0.3594451837
556	0.3593884293
557	0.3593253604
558	0.3591760303
559	0.3590944071
560	0.358959517
561	0.3589517972
562	0.358784928
563	0.3585809639
564	0.3584916546
565	0.3584289343
566	0.35835432
567	0.3582470884
568	0.3579609174
569	0.3577429097
570	0.3576849959
571	0.3575073743
572	0.3573075128
573	0.3571572308
574	0.3569699587
575	0.3565910399
576	0.3564234441
577	0.356374152
578	0.3560210651
579	0.3559863983
580	0.3558611551
581	0.3557815821
582	0.3555364901
583	0.3554596759
584	0.3553655275
585	0.3553116695
586	0.3552411022
587	0.3550715205
588	0.3549558964
589	0.3545946125
590	0.3544926978
591	0.3543320084
592	0.3542019653
593	0.3541567038
594	0.3539231515
595	0.3536527757
596	0.3535399985
597	0.3533247959
598	0.3532968935
599	0.3531512511
600	0.3528706626
601	0.3527595566
602	0.3525101768
603	0.3523280723
604	0.3520996114
605	0.3518522382
606	0.3516755808
607	0.351620255
608	0.3513367391
609	0.3512515923
610	0.3509133607
611	0.3508269854
612	0.3506712957
613	0.3506016917
614	0.3505327603
615	0.3503570686
616	0.3502841805
617	0.3500634781
618	0.3499030498
619	0.3498002118
620	0.3495259356
621	0.3494510995
622	0.3493622514
623	0.3493460386
624	0.3491071614
625	0.3489842699
626	0.3488413298
627	0.3485577804
628	0.348452959
629	0.3484112315
630	0.348177907
631	0.3480792654
632	0.3479167713
633	0.3477586834
634	0.3475754065
635	0.3473069501
636	0.3471712526
637	0.3470146122
638	0.3469491867
639	0.3468855918
640	0.3468232899
641	0.3467441488
642	0.3466896562
643	0.3465892582
644	0.3464533042
645	0.3462409457
646	0.3461207897
647	0.3460374927
648	0.3457292139
649	0.3457095788
650	0.3455679892
651	0.3454855808
652	0.3454388726
653	0.3453073562
654	0.3452675198
655	0.3451003973
656	0.3449570806
657	0.3448835942
658	0.3447093212
659	0.3446728131
660	0.344403838
661	0.3441939643
662	0.344048791
663	0.3439175116
664	0.343782995
665	0.3435198836
666	0.3433210857
667	0.3431943597
668	0.3431056372
669	0.342796737
670	0.3427571234
671	0.3426875243
672	0.3425069717
673	0.3424892564
674	0.3424295763
675	0.3422487447
676	0.3420475198
677	0.3419133454
678	0.3418965848
679	0.3417923927
680	0.3416900716
681	0.3416303759
682	0.3415868064
683	0.3413255247
684	0.3412031293
685	0.3409918474
686	0.340892791
687	0.3407226045
688	0.340640053
689	0.3405637302
690	0.3404054041
691	0.340322643
692	0.3402529187
693	0.3399049624
694	0.3397809054
695	0.3396979773
696	0.3396661508
697	0.3394069503
698	0.3393023312
699	0.3392750425
700	0.3390735199
701	0.3388529531
702	0.3387268579
703	0.3386397009
704	0.3385716581
705	0.3385179301
706	0.3384200874
707	0.3382715501
708	0.3381223268
709	0.3380284317
710	0.3378967868
711	0.3376734983
712	0.337390041
713	0.3373183676
714	0.3371922638
715	0.3370925323
716	0.3369988337
717	0.3369474947
718	0.3368791721
719	0.3367731381
720	0.3367243928
721	0.3365458897
722	0.336464271
723	0.3364590095
724	0.3363448168
725	0.33616508
726	0.3360541214
727	0.3358474161
728	0.3357759606
729	0.3356598245
730	0.3356505305
731	0.3354693946
732	0.3353178182
733	0.3350945252
734	0.3347087315
735	0.3346019235
736	0.3344114555
737	0.3343776733
738	0.3342916847
739	0.3340926453
740	0.3339449535
741	0.3338089822
742	0.3336622816
743	0.3336435142
744	0.3333959425
745	0.3331679407
746	0.3329903942
747	0.3327075401
748	0.3326111594
749	0.3324980506
750	0.3324352971
751	0.3323144694
752	0.3321873851
753	0.332048732
754	0.3320002214
755	0.3318575349
756	0.3316904526
757	0.3316312671
758	0.3315490954
759	0.331391964
760	0.3311694001
761	0.3310629257
762	0.3310010021
763	0.3308693522
764	0.330683322
765	0.3306469274
766	0.3305389785
767	0.3300669845
768	0.3300080769
769	0.3299118224
770	0.3297992487
771	0.3296908243
772	0.3295258601
773	0.3294304229
774	0.3293441028
775	0.3292518503
776	0.3291950192
777	0.3291645209
778	0.3290041244
779	0.3288883624
780	0.3288342037
781	0.3287434953
782	0.3286517134
783	0.3285456407
784	0.3285055649
785	0.3284610451
786	0.3284047791
787	0.328195158
788	0.327976317
789	0.3278621719
790	0.3278108564
791	0.3275905498
792	0.3275383698
793	0.3272896489
794	0.3271887981
795	0.3270860406
796	0.3270745585
797	0.326959076
798	0.326860488
799	0.3267975413
800	0.3265178687
801	0.3263580437
802	0.3261869243
803	0.3259273575
804	0.3258011165
805	0.3255628216
806	0.3254503694
807	0.3253274554
808	0.32521711
809	0.3251691837
810	0.3250175944
811	0.3249632663
812	0.3248945911
813	0.3248386776
814	0.324629336
815	0.3244888956
816	0.3243903455
817	0.3242178734
818	0.32396135
819	0.3238034283
820	0.32379947
821	0.3237336449
822	0.3236043314
823	0.3235413312
824	0.3234351258
825	0.323356916
826	0.3233117558
827	0.3231824285
828	0.3230982982
829	0.3230513104
830	0.322893744
831	0.3227676043
832	0.3227194277
833	0.3225910589
834	0.322535428
835	0.3224579836
836	0.3223168595
837	0.3222821175
838	0.3221967715
839	0.3221296943
840	0.3220253347
841	0.3219339268
842	0.3218212514
843	0.3215015906
844	0.3214025492
845	0.3213172943
846	0.3211605643
847	0.321112149
848	0.3210784145
849	0.3208689389
850	0.3207336991
851	0.3206565777
852	0.3205826422
853	0.3205679919
854	0.3205188736
855	0.3205003315
856	0.3202816886
857	0.3202092459
858	0.3200958058
859	0.3199109523
860	0.3197799404
861	0.3196538113
862	0.319590165
863	0.3195439724
864	0.3194635564
865	0.3194108933
866	0.3193533764
867	0.3192019727
868	0.3191546926
869	0.3190468466
870	0.3189566962
871	0.3188246056
872	0.3187431127
873	0.3185989219
874	0.3185337011
875	0.3185108868
876	0.3184492419
877	0.3182786399
878	0.3180965801
879	0.3180576266
880	0.318050016
881	0.3180396823
882	0.3179663817
883	0.3179376478
884	0.3178466089
885	0.3177564564
886	0.3176349673
887	0.3175495107
888	0.317415531
889	0.3173083077
890	0.3171909329
891	0.3171443996
892	0.3170559663
893	0.3170057736
894	0.3168581288
895	0.3167995757
896	0.3167791596
897	0.3166407437
898	0.3165156593
899	0.3164452518
900	0.3162492324
901	0.3162172635
902	0.316071966
903	0.3159755651
904	0.3159198744
905	0.3157653584
906	0.3155485243
907	0.3153543021
908	0.3152612809
909	0.3152151352
910	0.3151409403
911	0.315066163
912	0.3149506329
913	0.3147827459
914	0.3145744161
915	0.3145505472
916	0.314398933
917	0.3143084502
918	0.3142541964
919	0.314165935
920	0.3141381138
921	0.3140125666
922	0.3139855915
923	0.313590858
924	0.3135141819
925	0.3134938614
926	0.3133527862
927	0.3131499075
928	0.3131282693
929	0.3130920107
930	0.3129004351
931	0.3128058507
932	0.3126976468
933	0.3125039537
934	0.3123300069
935	0.3122417112
936	0.312125084
937	0.312078793
938	0.3118832842
939	0.3117257799
940	0.3116845593
941	0.3116284933
942	0.3115508944
943	0.3113252167
944	0.3111225711
945	0.3109739465
946	0.3109415325
947	0.3108915263
948	0.3107983045
949	0.3107453138
950	0.3105842373
951	0.3103040105
952	0.3100838429
953	0.3100463824
954	0.3099252671
955	0.309836038
956	0.3097203746
957	0.309668916
958	0.3095436008
959	0.3094508535
960	0.3094045178
961	0.3091470241
962	0.30911394
963	0.309084917
964	0.3090385187
965	0.3089044199
966	0.308731656
967	0.3085502534
968	0.3084566741
969	0.3084162196
970	0.3082955064
971	0.3082738068
972	0.3081757429
973	0.3080457595
974	0.3080123441
975	0.3079792216
976	0.3078748562
977	0.3076126879
978	0.3074982564
979	0.3072431177
980	0.3071631945
981	0.3070895925
982	0.3070644153
983	0.3069551736
984	0.3066204354
985	0.3065201579
986	0.3064237449
987	0.3063610239
988	0.3062174538
989	0.3061872052
990	0.3060923816
991	0.3060371109
992	0.3058819067
993	0.3058616224
994	0.3058096238
995	0.3055716879
996	0.3055370822
997	0.305517264
998	0.3053890466
999	0.3053202756
