iter	Passed	Remaining
839	7312	1392
840	7320	1384
841	7331	1375
842	7339	1366
843	7348	1358
844	7356	1349
845	7366	1340
846	7375	1332
847	7386	1323
848	7395	1315
849	7403	1306
850	7413	1297
851	7421	1289
852	7431	1280
853	7441	1272
854	7450	1263
855	7458	1254
856	7466	1245
857	7476	1237
858	7483	1228
859	7492	1219
860	7502	1211
861	7512	1202
862	7520	1193
863	7530	1185
864	7538	1176
865	7547	1167
866	7556	1159
867	7564	1150
868	7572	1141
869	7581	1132
870	7591	1124
871	7599	1115
872	7608	1106
873	7617	1098
874	7627	1089
875	7635	1080
876	7644	1072
877	7651	1063
878	7661	1054
879	7671	1046
880	7680	1037
881	7689	1028
882	7697	1019
883	7707	1011
884	7717	1002
885	7727	994
886	7735	985
887	7743	976
888	7753	968
889	7761	959
890	7772	950
891	7780	942
892	7790	933
893	7798	924
894	7809	916
895	7818	907
896	7828	898
897	7837	890
898	7845	881
899	7854	872
900	7862	863
901	7873	855
902	7881	846
903	7890	837
904	7898	829
905	7908	820
906	7918	811
907	7928	803
908	7942	795
909	7952	786
910	7962	777
911	7973	769
912	7982	760
913	7989	751
914	7998	743
915	8006	734
916	8016	725
917	8024	716
918	8036	708
919	8045	699
920	8056	691
921	8068	682
922	8076	673
923	8088	665
924	8097	656
925	8105	647
926	8114	639
927	8124	630
928	8133	621
929	8142	612
930	8152	604
931	8160	595
932	8169	586
933	8179	577
934	8189	569
935	8202	560
936	8211	552
937	8220	543
938	8231	534
939	8245	526
940	8256	517
941	8268	509
942	8279	500
943	8288	491
944	8297	482
945	8305	474
946	8314	465
947	8322	456
948	8331	447
949	8341	439
950	8351	430
951	8361	421
952	8369	412
953	8379	404
954	8388	395
955	8396	386
956	8405	377
957	8411	368
958	8420	360
959	8430	351
960	8438	342
961	8447	333
962	8457	324
963	8467	316
964	8477	307
965	8485	298
966	8494	289
967	8503	281
968	8511	272
969	8520	263
970	8529	254
971	8538	245
972	8546	237
973	8556	228
974	8564	219
975	8576	210
976	8592	202
977	8601	193
978	8613	184
979	8623	175
980	8631	167
981	8643	158
982	8655	149
983	8664	140
984	8681	132
985	8692	123
986	8701	114
987	8711	105
988	8720	96
989	8728	88
990	8741	79
991	8752	70
992	8761	61
993	8771	52
994	8780	44
995	8789	35
996	8798	26
997	8806	17
998	8815	8
999	8823	0
