iter	Logloss
160	0.4639555532
161	0.4638385882
162	0.4638303375
163	0.4638012939
164	0.463749672
165	0.4637496628
166	0.4637496457
167	0.4636458802
168	0.4635648194
169	0.4635081425
170	0.4635081421
171	0.4634177863
172	0.4634177843
173	0.4634177764
174	0.4634177702
175	0.4634177643
176	0.4633243393
177	0.4630830609
178	0.4630830569
179	0.4630830475
180	0.4630830436
181	0.4630830417
182	0.4630830365
183	0.4627638753
184	0.4626874268
185	0.4626874225
186	0.4623212568
187	0.4623212364
188	0.4623212331
189	0.4623212173
190	0.4623212143
191	0.4620367722
192	0.4620367611
193	0.4619976486
194	0.4619976434
195	0.4611119468
196	0.4611118043
197	0.4608877429
198	0.4608877371
199	0.4608877277
200	0.4608771536
201	0.4608771488
202	0.4604596737
203	0.4603862983
204	0.4603862975
205	0.4603862973
206	0.4603862971
207	0.4598078648
208	0.4593890694
209	0.4593282034
210	0.4591366666
211	0.4590550452
212	0.4590550422
213	0.4590548033
214	0.4590547869
215	0.4585474721
216	0.4582997532
217	0.4580265128
218	0.4578838238
219	0.4577054333
220	0.4574034412
221	0.4569473954
222	0.456805157
223	0.4568051517
224	0.456805149
225	0.4567733351
226	0.4565953146
227	0.4565953034
228	0.4565953029
229	0.4562141243
230	0.4557429601
231	0.4557422472
232	0.4557422437
233	0.4557419365
234	0.4557419237
235	0.4556098547
236	0.4555915871
237	0.4551951787
238	0.4545670458
239	0.4534893376
240	0.4534892389
241	0.4534892326
242	0.4534822149
243	0.4533385312
244	0.4531992589
245	0.4529867678
246	0.4529337551
247	0.4514320086
248	0.4514241923
249	0.4512526569
250	0.4509784511
251	0.4497558563
252	0.449567227
253	0.4495672133
254	0.4495672105
255	0.4495198919
256	0.4492327733
257	0.4492327708
258	0.4492327484
259	0.4491057003
260	0.4491056983
261	0.4489303798
262	0.4489303753
263	0.4482101965
264	0.4469983829
265	0.4465208665
266	0.4464461303
267	0.4462979215
268	0.4462292494
269	0.4459064364
270	0.445906436
271	0.4459064359
272	0.4456399977
273	0.4455495602
274	0.4449259407
275	0.4449259291
276	0.4444215323
277	0.4444215295
278	0.4444215277
279	0.4433132277
280	0.4432138772
281	0.4432138772
282	0.443126975
283	0.4412108934
284	0.4412108903
285	0.4400774677
286	0.4398391658
287	0.439706992
288	0.4393791073
289	0.4386621329
290	0.4386150391
291	0.4380391059
292	0.4377757798
293	0.4376175134
294	0.4375055923
295	0.4374983673
296	0.4374983673
297	0.4364789163
298	0.4362804855
299	0.4358052158
300	0.435805211
301	0.4358044023
302	0.4357733172
303	0.4351637131
304	0.4351637026
305	0.4349756792
306	0.4348840359
307	0.4348840294
308	0.4345485241
309	0.4343216064
310	0.4341875643
311	0.4341756025
312	0.4339779054
313	0.4338861233
314	0.4337059072
315	0.4330058139
316	0.4329326182
317	0.4329018567
318	0.4325134613
319	0.4324081872
320	0.4324081836
321	0.4324081689
322	0.4319637964
323	0.4315248003
324	0.4312428999
325	0.430877008
326	0.4308339095
327	0.4307025144
328	0.4303654126
329	0.4299648924
330	0.429964884
331	0.4297757875
332	0.4297708394
333	0.4297708274
334	0.429770811
335	0.4297708107
336	0.4296219402
337	0.4291270955
338	0.4291270955
339	0.4290389271
340	0.4290343195
341	0.4289535296
342	0.4287035152
343	0.4287035063
344	0.4279325007
345	0.4279324892
346	0.4278023894
347	0.4275217141
348	0.4275217112
349	0.427521328
350	0.4268459004
351	0.4267582771
352	0.4266929163
353	0.4265850573
354	0.4258492697
355	0.4258492676
356	0.4258492582
357	0.4257818023
358	0.4256451578
359	0.4256451456
360	0.4254206069
361	0.4253687598
362	0.4250324779
363	0.4250201763
364	0.4246478432
365	0.4242082078
366	0.4242082058
367	0.4241656936
368	0.4238865901
369	0.4238845659
370	0.4238044834
371	0.4230187508
372	0.4230187372
373	0.4222744393
374	0.421726659
375	0.4214246057
376	0.4211243285
377	0.4210865826
378	0.4202741807
379	0.4196050767
380	0.4192830351
381	0.4192830339
382	0.4189644225
383	0.4187370984
384	0.418458822
385	0.4183883888
386	0.4183883737
387	0.4181150773
388	0.4180024319
389	0.4179016427
390	0.417901639
391	0.4175610839
392	0.4166792142
393	0.4166037976
394	0.4161895596
395	0.4161856765
396	0.416155266
397	0.4161552541
398	0.4159405029
399	0.4153147858
400	0.4149020138
401	0.4148626692
402	0.4148626621
403	0.4148626574
404	0.4141044586
405	0.4138051034
406	0.4134649424
407	0.4130450654
408	0.4130438355
409	0.4129287094
410	0.4129287092
411	0.4129056413
412	0.4129056411
413	0.4126857561
414	0.4126857533
415	0.4126857526
416	0.4126857442
417	0.4121277222
418	0.4121039365
419	0.4121039296
420	0.4121039154
421	0.4120850609
422	0.4117949401
423	0.4117036232
424	0.41170361
425	0.4116615349
426	0.4112675399
427	0.4112675346
428	0.4112675324
429	0.41114165
430	0.4109161203
431	0.4105777021
432	0.4104827771
433	0.4104752104
434	0.4096419559
435	0.4096419559
436	0.4094465516
437	0.4093350262
438	0.4092162859
439	0.4092054209
440	0.4091341924
441	0.4091334779
442	0.4086577117
443	0.4085803105
444	0.4085461057
445	0.4083133084
446	0.4073334697
447	0.4067723249
448	0.4066695909
449	0.4063532493
450	0.406225794
451	0.4062249446
452	0.4061577639
453	0.4060577702
454	0.4060387946
455	0.4059164867
456	0.4059158053
457	0.4059158047
458	0.4057474209
459	0.4050836106
460	0.4050836057
461	0.4048839555
462	0.4048839536
463	0.4048839519
464	0.4048839502
465	0.404867631
466	0.4045224757
467	0.4045224733
468	0.4045224726
469	0.4042584789
470	0.4042312296
471	0.4037918695
472	0.4035343829
473	0.4033389363
474	0.4029839801
475	0.4027438228
476	0.4027429613
477	0.4027269402
478	0.4026349427
479	0.4025968348
480	0.4021949481
481	0.4021327337
482	0.4021208106
483	0.4020143588
484	0.4020136117
485	0.4014246578
486	0.4012970655
487	0.4012970644
488	0.4010778738
489	0.4010778727
490	0.4010778705
491	0.4009368638
492	0.4009368622
493	0.40093686
494	0.4006759904
495	0.4005488593
496	0.400523199
497	0.4003282323
498	0.4001808142
499	0.4001340866
500	0.3999274983
501	0.3999274981
502	0.3998877739
503	0.399736436
504	0.3997354848
505	0.3997348664
506	0.3997348663
507	0.3996980439
508	0.3996980237
509	0.3996980237
510	0.3995259597
511	0.398824649
512	0.3987315146
513	0.3987315145
514	0.3986002815
515	0.3986002812
516	0.3986002811
517	0.3984845623
518	0.3984845623
519	0.3984368811
520	0.3983897047
521	0.3980562859
522	0.3980562804
523	0.3980306187
524	0.3978969295
525	0.3978969295
526	0.3978579191
527	0.397855129
528	0.397855129
529	0.3977113101
530	0.3976407262
531	0.3976359702
532	0.3974294517
533	0.3973589613
534	0.3972429841
535	0.3971461454
536	0.3971458878
537	0.3970116998
538	0.3970116996
539	0.3970116995
540	0.3970116135
541	0.3967103897
542	0.3966158094
543	0.3964667239
544	0.3964667235
