iter	Logloss
587	0.3340728953
588	0.3339102637
589	0.3338892801
590	0.333709554
591	0.3334762263
592	0.3332790937
593	0.333244348
594	0.3331012742
595	0.3328688488
596	0.3326766451
597	0.3321982132
598	0.33194083
599	0.33177802
600	0.3317097614
601	0.3313298555
602	0.3312727997
603	0.3310120153
604	0.3308521394
605	0.3306134884
606	0.3304899924
607	0.3304347942
608	0.3302738578
609	0.3301187182
610	0.3298337312
611	0.3297480798
612	0.329684849
613	0.3295249378
614	0.3293886442
615	0.3291948728
616	0.3288817983
617	0.3286891369
618	0.3285750096
619	0.3283161761
620	0.3282189684
621	0.3280596684
622	0.3278392266
623	0.3277643175
624	0.3277160524
625	0.3275224061
626	0.3273546222
627	0.3271409132
628	0.3270389773
629	0.326637085
630	0.3265402198
631	0.3263526603
632	0.3262629025
633	0.3261216882
634	0.3260280622
635	0.3258044346
636	0.3255867961
637	0.3255250744
638	0.3253819746
639	0.32502878
640	0.3249823525
641	0.3247864426
642	0.3246665671
643	0.3245657709
644	0.3243859187
645	0.3241278857
646	0.3240053237
647	0.323832572
648	0.3236453972
649	0.3232036168
650	0.3231218998
651	0.3229981874
652	0.3228099592
653	0.3226747289
654	0.3225636961
655	0.3223616889
656	0.3221934857
657	0.3221639623
658	0.3218484951
659	0.3217511664
660	0.3216314123
661	0.3214769054
662	0.3211341379
663	0.3210401833
664	0.3209303005
665	0.320884338
666	0.320749556
667	0.320456452
668	0.320123611
669	0.3200782139
670	0.3199937656
671	0.319825218
672	0.3197594177
673	0.3197172631
674	0.3196240116
675	0.3194365101
676	0.3194113756
677	0.3191701682
678	0.3190839526
679	0.318877222
680	0.3187202297
681	0.3185659554
682	0.3185142186
683	0.3181433577
684	0.3179817015
685	0.3177921564
686	0.3177271903
687	0.3174849323
688	0.3170318539
689	0.3169722465
690	0.3166524077
691	0.316430808
692	0.3161384444
693	0.3159709453
694	0.3159169249
695	0.315864762
696	0.3157677881
697	0.3155988116
698	0.315532318
699	0.3152077638
700	0.3150295427
701	0.314944089
702	0.3148370886
703	0.3146056926
704	0.3145479683
705	0.3144137659
706	0.3143455875
707	0.3143114549
708	0.3142074615
709	0.3139466526
710	0.3138731646
711	0.3137764127
712	0.3136846688
713	0.3134886282
714	0.3133053619
715	0.3132754879
716	0.3131071085
717	0.3129350622
718	0.3127136352
719	0.3124483805
720	0.312323923
721	0.312052542
722	0.3119998468
723	0.3119015449
724	0.3116267685
725	0.3113734416
726	0.3111993732
727	0.311038605
728	0.3106965256
729	0.3106260879
730	0.3104533617
731	0.3104289017
732	0.3101768492
733	0.3099618382
734	0.3098952969
735	0.3097221358
736	0.3095304049
737	0.3094492521
738	0.3092300519
739	0.3090613146
740	0.3090383787
741	0.308836078
742	0.3084770443
743	0.3082056777
744	0.3080922255
745	0.3078336655
746	0.3077507916
747	0.3076635251
748	0.3075484697
749	0.3075220352
750	0.3071496322
751	0.3070750588
752	0.3069966984
753	0.3069258034
754	0.3066269939
755	0.3066078515
756	0.3065679624
757	0.3065075643
758	0.30640013
759	0.3063045784
760	0.3061299624
761	0.3059987799
762	0.3059024927
763	0.3057934511
764	0.3055596717
765	0.3052246027
766	0.3050658254
767	0.3048593093
768	0.304676255
769	0.3045903376
770	0.3044211322
771	0.304313937
772	0.3042448597
773	0.304162701
774	0.3040964988
775	0.3038551098
776	0.3037800551
777	0.3036689549
778	0.3033660925
779	0.3032419287
780	0.3031874687
781	0.3031004147
782	0.3030167758
783	0.3029166683
784	0.3025715328
785	0.3022700068
786	0.3020484926
787	0.3020258127
788	0.3017685426
789	0.3017014178
790	0.3014447905
791	0.3012988674
792	0.3010774739
793	0.3010087745
794	0.3008327898
795	0.3007598307
796	0.3005978172
797	0.3003987837
798	0.3003099974
799	0.3002679258
800	0.3001862117
801	0.3001541746
802	0.3000195994
803	0.300007827
804	0.2998711705
805	0.2997709785
806	0.2996036373
807	0.2994005732
808	0.2992609626
809	0.2992136957
810	0.2990448579
811	0.2989092494
812	0.2988911741
813	0.2988013214
814	0.2986480459
815	0.2985195356
816	0.2984844855
817	0.2983164191
818	0.2981131602
819	0.2980732404
820	0.2979461919
821	0.2977704066
822	0.2975941362
823	0.2973765603
824	0.2972162001
825	0.2970776735
826	0.2970367379
827	0.2969080485
828	0.2968402408
829	0.2967779609
830	0.2966345706
831	0.2964603028
832	0.2964295121
833	0.2961698715
834	0.2960023499
835	0.2958873759
836	0.2956936317
837	0.2956300295
838	0.2954320278
839	0.295395262
840	0.2952521798
841	0.2950326876
842	0.2948808123
843	0.294782851
844	0.2946928881
845	0.2945836467
846	0.2942990969
847	0.2941414329
848	0.2938542233
849	0.2937195573
850	0.2936418454
851	0.2935414251
852	0.2933648531
853	0.2931300442
854	0.2928813705
855	0.2927948133
856	0.292772452
857	0.2927431855
858	0.2924439576
859	0.2923549353
860	0.2922654124
861	0.2920957879
862	0.292038576
863	0.2919927405
864	0.2917822853
865	0.2915559094
866	0.2913676978
867	0.2912597947
868	0.2910730112
869	0.2909403234
870	0.2908054618
871	0.2907521192
872	0.2906454503
873	0.2903685395
874	0.2903477287
875	0.2903179753
876	0.290054375
877	0.2899215124
878	0.2898191269
879	0.2896434936
880	0.2895809265
881	0.2895391955
882	0.2894372478
883	0.2894004484
884	0.289154164
885	0.2890708835
886	0.2890509163
887	0.2889598907
888	0.2888331554
889	0.288807262
890	0.2886854152
891	0.2885121898
892	0.2884393118
893	0.2883559978
894	0.2881860839
895	0.2880485878
896	0.287776071
897	0.2876301116
898	0.2875324122
899	0.2873529151
900	0.2871997953
901	0.2870832009
902	0.2869993828
903	0.2869615371
904	0.2868213874
905	0.2867729206
906	0.2866384079
907	0.2864573146
908	0.2864383204
909	0.2863609667
910	0.2862408025
911	0.2860818867
912	0.2859739989
913	0.2857479007
914	0.2855492691
915	0.2855010046
916	0.285451206
917	0.2852612794
918	0.2852070618
919	0.2850730195
920	0.2848778509
921	0.2848236112
922	0.2847005255
923	0.2846525278
924	0.28457819
925	0.2845235693
926	0.2844869388
927	0.2842519405
928	0.2841923985
929	0.2840353719
930	0.2839601306
931	0.2838242052
932	0.2836568377
933	0.2835988833
934	0.2834632678
935	0.2833195299
936	0.2831838489
937	0.2829761919
938	0.2827969157
939	0.2827079738
940	0.2825866403
941	0.2824636195
942	0.2823000948
943	0.2821954742
944	0.2820650818
945	0.2820032542
946	0.2818167877
947	0.2817645507
948	0.2817003282
949	0.2816171133
950	0.2814210206
951	0.281331092
952	0.2813148951
953	0.281293195
954	0.2811789368
955	0.2810319291
956	0.2809534149
957	0.280818759
958	0.2807920955
959	0.2806187171
960	0.2804645633
961	0.2802423284
962	0.2800730951
963	0.2800353939
964	0.2798737568
965	0.2797767091
966	0.2796151698
967	0.2794813513
968	0.2793644756
969	0.2792263225
970	0.2790712733
971	0.278993846
972	0.2788018129
973	0.2787748539
974	0.2786177062
975	0.2784867577
976	0.2783100196
977	0.2781568631
978	0.2780513609
979	0.2780119199
980	0.2777791226
981	0.2776516422
982	0.2776393379
983	0.2776254577
984	0.2775891838
985	0.2774963111
986	0.2773595277
987	0.2772954247
988	0.2772356976
989	0.2772199717
990	0.2770837997
991	0.2770112441
992	0.2769345795
993	0.2768519572
994	0.2767435436
995	0.276657254
996	0.276627367
997	0.2765609076
998	0.2764502186
999	0.276206482
